age,education,education_num,marital_status,race,sex,income_over_50k
51,HS-grad,9,Divorced,White,Male,FALSE
34,HS-grad,9,Married,White,Male,TRUE
35,HS-grad,9,Divorced,White,Male,FALSE
27,10th,6,Married,White,Male,FALSE
44,HS-grad,9,Divorced,White,Female,FALSE
25,HS-grad,9,Separated,White,Female,FALSE
32,7th-8th,4,Divorced,White,Female,FALSE
36,Some-college,10,Married,White,Male,TRUE
27,Masters,14,Never-married,White,Male,FALSE
40,Doctorate,16,Married,White,Male,TRUE
43,Some-college,10,Divorced,White,Male,TRUE
25,Bachelors,13,Never-married,White,Male,FALSE
41,HS-grad,9,Married,White,Male,FALSE
30,Bachelors,13,Married,White,Male,TRUE
52,11th,7,Married,Other,Male,FALSE
32,Bachelors,13,Never-married,White,Female,FALSE
33,HS-grad,9,Married,White,Male,FALSE
35,HS-grad,9,Married,White,Male,FALSE
48,HS-grad,9,Widowed,White,Female,FALSE
62,7th-8th,4,Married,White,Male,FALSE
40,Assoc-acdm,12,Never-married,Black,Female,FALSE
41,Some-college,10,Widowed,White,Female,FALSE
28,5th-6th,3,Never-married,White,Female,FALSE
23,Some-college,10,Never-married,White,Female,FALSE
51,Some-college,10,Divorced,White,Female,FALSE
63,Some-college,10,Married,White,Male,FALSE
63,HS-grad,9,Widowed,White,Female,FALSE
40,HS-grad,9,Divorced,White,Male,TRUE
20,11th,7,Divorced,White,Female,FALSE
40,HS-grad,9,Never-married,White,Male,FALSE
41,Bachelors,13,Married,White,Female,TRUE
41,Bachelors,13,Never-married,Black,Male,FALSE
27,Bachelors,13,Married,White,Female,TRUE
20,Some-college,10,Never-married,White,Female,FALSE
35,HS-grad,9,Married,White,Male,FALSE
31,Bachelors,13,Married,White,Male,FALSE
34,Bachelors,13,Married,White,Male,TRUE
57,Masters,14,Married,White,Male,TRUE
28,HS-grad,9,Never-married,White,Female,FALSE
38,Some-college,10,Married,White,Male,TRUE
37,Assoc-voc,11,Never-married,White,Male,FALSE
43,Some-college,10,Divorced,Black,Female,FALSE
26,HS-grad,9,Married,White,Male,FALSE
26,Some-college,10,Married,Black,Male,FALSE
27,Assoc-voc,11,Married,White,Male,FALSE
33,Bachelors,13,Married,White,Male,FALSE
45,Bachelors,13,Never-married,White,Female,FALSE
65,Bachelors,13,Married,White,Male,FALSE
59,HS-grad,9,Divorced,White,Female,FALSE
18,Some-college,10,Never-married,White,Male,FALSE
44,12th,8,Married,White,Male,FALSE
37,Some-college,10,Never-married,White,Male,FALSE
27,HS-grad,9,Married,White,Male,FALSE
43,Bachelors,13,Married,White,Female,TRUE
59,Prof-school,15,Married,White,Male,TRUE
19,HS-grad,9,Never-married,White,Male,FALSE
36,HS-grad,9,Never-married,Black,Male,FALSE
37,Some-college,10,Married,White,Male,FALSE
31,Assoc-acdm,12,Divorced,White,Female,FALSE
23,HS-grad,9,Never-married,White,Male,FALSE
22,Some-college,10,Never-married,White,Male,FALSE
36,HS-grad,9,Divorced,Black,Female,FALSE
38,Some-college,10,Divorced,White,Male,FALSE
24,Assoc-acdm,12,Never-married,White,Female,FALSE
26,Bachelors,13,Never-married,Black,Female,FALSE
47,7th-8th,4,Married,Other,Female,FALSE
31,Masters,14,Never-married,White,Female,FALSE
42,5th-6th,3,Married,White,Male,FALSE
48,Assoc-voc,11,Married,White,Male,TRUE
56,Some-college,10,Separated,Black,Female,FALSE
50,HS-grad,9,Married,White,Male,TRUE
17,10th,6,Never-married,White,Male,FALSE
50,HS-grad,9,Divorced,White,Female,FALSE
49,HS-grad,9,Divorced,White,Female,FALSE
34,HS-grad,9,Married,White,Female,FALSE
32,HS-grad,9,Married,White,Male,TRUE
28,Some-college,10,Married,White,Male,TRUE
62,Bachelors,13,Married,White,Male,TRUE
23,Bachelors,13,Never-married,White,Male,FALSE
24,Masters,14,Never-married,Black,Female,FALSE
31,Assoc-voc,11,Married,White,Female,FALSE
36,HS-grad,9,Married,White,Male,FALSE
58,Assoc-acdm,12,Married,White,Female,FALSE
46,5th-6th,3,Married,White,Female,FALSE
39,Masters,14,Married,White,Male,TRUE
48,HS-grad,9,Never-married,White,Female,FALSE
21,HS-grad,9,Never-married,White,Male,FALSE
39,HS-grad,9,Married,White,Male,FALSE
21,Some-college,10,Never-married,White,Female,FALSE
33,Assoc-voc,11,Married,White,Male,TRUE
37,HS-grad,9,Married,White,Male,TRUE
29,HS-grad,9,Never-married,White,Female,FALSE
30,Bachelors,13,Married,Other,Female,TRUE
43,HS-grad,9,Divorced,White,Female,FALSE
22,HS-grad,9,Never-married,White,Male,FALSE
25,Masters,14,Never-married,White,Female,TRUE
69,Some-college,10,Married,White,Male,FALSE
17,11th,7,Never-married,White,Female,FALSE
18,11th,7,Never-married,White,Male,FALSE
54,HS-grad,9,Widowed,White,Female,FALSE
65,HS-grad,9,Married,White,Male,FALSE
28,12th,8,Married,Other,Male,FALSE
27,Assoc-voc,11,Never-married,White,Female,FALSE
35,Assoc-acdm,12,Divorced,White,Male,TRUE
38,Assoc-voc,11,Married,White,Female,TRUE
33,HS-grad,9,Married,White,Male,FALSE
26,HS-grad,9,Never-married,White,Male,FALSE
56,Some-college,10,Married,White,Female,TRUE
38,Bachelors,13,Married,Other,Male,TRUE
26,Some-college,10,Never-married,White,Female,FALSE
33,Bachelors,13,Married,White,Male,TRUE
44,7th-8th,4,Married,White,Male,FALSE
36,9th,5,Divorced,White,Female,FALSE
42,Some-college,10,Divorced,White,Male,FALSE
44,Assoc-acdm,12,Married,White,Male,FALSE
21,Some-college,10,Never-married,White,Female,FALSE
41,Some-college,10,Married,White,Male,TRUE
27,11th,7,Separated,White,Male,FALSE
38,Bachelors,13,Married,White,Male,TRUE
60,Some-college,10,Separated,Other,Female,FALSE
24,12th,8,Never-married,White,Male,FALSE
24,HS-grad,9,Married,White,Male,FALSE
22,HS-grad,9,Never-married,White,Male,FALSE
32,Some-college,10,Never-married,White,Female,FALSE
22,1st-4th,2,Never-married,White,Male,FALSE
51,Bachelors,13,Married,White,Male,FALSE
42,Prof-school,15,Married,White,Male,TRUE
37,Bachelors,13,Never-married,White,Female,FALSE
37,Prof-school,15,Married,White,Male,TRUE
66,Bachelors,13,Married,White,Male,TRUE
18,HS-grad,9,Never-married,White,Female,FALSE
46,Assoc-voc,11,Separated,Black,Female,FALSE
52,HS-grad,9,Married,White,Male,TRUE
23,HS-grad,9,Never-married,White,Male,FALSE
67,HS-grad,9,Widowed,White,Male,TRUE
19,Some-college,10,Never-married,White,Female,FALSE
37,Bachelors,13,Never-married,White,Female,FALSE
39,Some-college,10,Married,Black,Male,FALSE
46,HS-grad,9,Married,White,Male,FALSE
47,HS-grad,9,Separated,Black,Female,FALSE
33,HS-grad,9,Never-married,Black,Female,FALSE
69,Some-college,10,Widowed,White,Female,FALSE
21,Some-college,10,Never-married,White,Male,FALSE
27,HS-grad,9,Never-married,Black,Male,FALSE
39,HS-grad,9,Married,White,Male,TRUE
23,Some-college,10,Divorced,Black,Male,FALSE
26,Assoc-voc,11,Divorced,White,Female,FALSE
42,Doctorate,16,Married,Other,Female,FALSE
36,HS-grad,9,Divorced,White,Male,FALSE
24,HS-grad,9,Never-married,White,Male,FALSE
35,9th,5,Married,White,Male,FALSE
42,HS-grad,9,Divorced,Black,Female,FALSE
41,Doctorate,16,Married,White,Male,TRUE
27,Assoc-voc,11,Never-married,Black,Female,FALSE
44,Bachelors,13,Married,White,Female,TRUE
18,HS-grad,9,Never-married,White,Female,FALSE
41,Bachelors,13,Married,White,Male,TRUE
31,HS-grad,9,Married,White,Male,FALSE
26,Some-college,10,Married,White,Male,FALSE
37,Some-college,10,Married,White,Male,TRUE
51,HS-grad,9,Married,White,Male,FALSE
26,Some-college,10,Never-married,Other,Male,FALSE
25,HS-grad,9,Never-married,White,Male,FALSE
38,Assoc-voc,11,Married,White,Male,TRUE
43,HS-grad,9,Separated,White,Male,FALSE
23,Some-college,10,Separated,White,Female,FALSE
60,Masters,14,Divorced,White,Female,FALSE
21,Some-college,10,Never-married,White,Male,FALSE
18,Some-college,10,Never-married,White,Female,FALSE
43,5th-6th,3,Divorced,White,Female,FALSE
26,11th,7,Never-married,White,Female,FALSE
36,HS-grad,9,Married,White,Male,TRUE
38,HS-grad,9,Divorced,White,Female,FALSE
43,Some-college,10,Married,White,Male,FALSE
58,HS-grad,9,Divorced,White,Female,FALSE
55,HS-grad,9,Divorced,White,Female,FALSE
39,Assoc-acdm,12,Divorced,Black,Female,FALSE
38,Bachelors,13,Divorced,White,Female,FALSE
57,Prof-school,15,Married,White,Male,FALSE
35,Assoc-acdm,12,Married,White,Male,FALSE
44,Prof-school,15,Married,Other,Male,TRUE
36,HS-grad,9,Married,White,Male,FALSE
58,HS-grad,9,Married,White,Male,FALSE
25,Prof-school,15,Never-married,White,Female,FALSE
54,Bachelors,13,Married,White,Male,FALSE
23,Bachelors,13,Never-married,White,Female,FALSE
37,Some-college,10,Never-married,White,Male,FALSE
60,Assoc-acdm,12,Married,Black,Male,FALSE
66,7th-8th,4,Widowed,White,Female,FALSE
36,Assoc-acdm,12,Married,Black,Male,FALSE
25,Bachelors,13,Divorced,White,Female,FALSE
62,HS-grad,9,Widowed,White,Female,FALSE
23,Some-college,10,Never-married,White,Male,FALSE
38,HS-grad,9,Never-married,Black,Male,FALSE
33,Some-college,10,Married,White,Male,TRUE
49,Some-college,10,Married,White,Male,FALSE
57,HS-grad,9,Married,White,Male,TRUE
57,Bachelors,13,Married,White,Male,FALSE
46,Some-college,10,Never-married,White,Female,FALSE
37,Masters,14,Married,White,Male,TRUE
43,Bachelors,13,Married,White,Male,TRUE
26,HS-grad,9,Never-married,White,Female,FALSE
40,Assoc-voc,11,Separated,White,Female,FALSE
39,HS-grad,9,Never-married,Other,Male,FALSE
39,Assoc-acdm,12,Divorced,Black,Female,FALSE
31,Some-college,10,Married,White,Male,FALSE
31,Bachelors,13,Married,Other,Male,FALSE
27,Bachelors,13,Never-married,Black,Female,FALSE
36,Bachelors,13,Married,White,Male,FALSE
57,HS-grad,9,Married,White,Male,FALSE
24,HS-grad,9,Never-married,White,Female,FALSE
30,Some-college,10,Never-married,White,Male,FALSE
28,12th,8,Never-married,White,Male,FALSE
22,Bachelors,13,Never-married,White,Male,FALSE
31,7th-8th,4,Never-married,White,Male,FALSE
33,HS-grad,9,Married,White,Male,TRUE
20,Some-college,10,Never-married,White,Male,FALSE
25,12th,8,Married,Other,Male,FALSE
49,Some-college,10,Married,White,Male,FALSE
21,HS-grad,9,Never-married,White,Female,FALSE
45,Bachelors,13,Married,White,Male,TRUE
36,HS-grad,9,Married,White,Male,TRUE
41,5th-6th,3,Married,White,Female,FALSE
47,Bachelors,13,Married,White,Male,TRUE
41,HS-grad,9,Divorced,White,Male,FALSE
30,HS-grad,9,Never-married,White,Female,FALSE
29,Some-college,10,Never-married,White,Male,FALSE
31,7th-8th,4,Divorced,White,Female,FALSE
64,9th,5,Married,White,Male,FALSE
55,9th,5,Married,Other,Male,FALSE
19,HS-grad,9,Never-married,White,Male,FALSE
31,12th,8,Married,White,Female,TRUE
18,11th,7,Never-married,White,Male,FALSE
68,HS-grad,9,Widowed,White,Female,FALSE
50,Some-college,10,Married,White,Male,FALSE
36,Some-college,10,Never-married,Black,Female,FALSE
44,Prof-school,15,Married,White,Male,TRUE
58,HS-grad,9,Married,White,Female,TRUE
20,HS-grad,9,Never-married,Black,Female,FALSE
18,10th,6,Never-married,White,Male,FALSE
32,HS-grad,9,Never-married,White,Female,FALSE
49,HS-grad,9,Divorced,White,Female,FALSE
34,HS-grad,9,Married,White,Male,FALSE
22,HS-grad,9,Never-married,White,Female,FALSE
40,HS-grad,9,Married,White,Male,FALSE
35,HS-grad,9,Married,White,Male,FALSE
26,Some-college,10,Married,White,Male,FALSE
44,12th,8,Married,Other,Male,FALSE
55,HS-grad,9,Divorced,White,Female,FALSE
54,Some-college,10,Married,White,Female,FALSE
52,HS-grad,9,Divorced,White,Male,FALSE
57,Bachelors,13,Married,White,Male,TRUE
67,7th-8th,4,Widowed,White,Female,FALSE
58,HS-grad,9,Divorced,White,Female,FALSE
27,Some-college,10,Never-married,White,Male,FALSE
66,HS-grad,9,Married,White,Male,FALSE
41,Some-college,10,Divorced,White,Male,FALSE
18,11th,7,Never-married,White,Female,FALSE
50,5th-6th,3,Divorced,White,Male,FALSE
31,Some-college,10,Never-married,White,Male,FALSE
32,10th,6,Divorced,White,Male,FALSE
37,Some-college,10,Married,White,Male,FALSE
26,Bachelors,13,Married,White,Male,FALSE
33,Assoc-voc,11,Married,White,Male,FALSE
35,HS-grad,9,Never-married,Black,Female,FALSE
44,Bachelors,13,Never-married,White,Female,FALSE
26,Bachelors,13,Never-married,White,Male,FALSE
48,HS-grad,9,Divorced,White,Male,FALSE
40,Bachelors,13,Never-married,White,Male,FALSE
62,10th,6,Married,White,Male,FALSE
37,Prof-school,15,Married,White,Male,TRUE
18,11th,7,Never-married,White,Male,FALSE
48,HS-grad,9,Divorced,Other,Female,FALSE
45,Masters,14,Married,White,Male,FALSE
35,Some-college,10,Married,White,Male,FALSE
35,HS-grad,9,Divorced,White,Male,FALSE
34,HS-grad,9,Married,White,Male,FALSE
29,HS-grad,9,Married,White,Female,FALSE
19,Some-college,10,Never-married,White,Male,FALSE
53,Some-college,10,Married,White,Male,FALSE
49,Some-college,10,Divorced,White,Male,FALSE
71,HS-grad,9,Widowed,White,Female,FALSE
38,7th-8th,4,Married,White,Male,FALSE
39,Masters,14,Married,White,Male,FALSE
23,Bachelors,13,Never-married,White,Female,FALSE
29,Bachelors,13,Married,White,Male,TRUE
52,5th-6th,3,Divorced,White,Male,FALSE
41,Some-college,10,Married,White,Female,TRUE
20,Some-college,10,Never-married,White,Male,FALSE
30,Some-college,10,Married,White,Male,FALSE
56,10th,6,Divorced,Black,Female,FALSE
26,HS-grad,9,Divorced,White,Female,FALSE
36,HS-grad,9,Divorced,White,Female,FALSE
26,Bachelors,13,Never-married,Black,Female,FALSE
24,Bachelors,13,Never-married,White,Male,FALSE
41,Some-college,10,Divorced,Other,Female,FALSE
27,Some-college,10,Never-married,White,Male,FALSE
57,HS-grad,9,Married,White,Male,FALSE
21,Some-college,10,Never-married,White,Female,FALSE
50,HS-grad,9,Married,White,Male,FALSE
27,HS-grad,9,Married,Black,Male,FALSE
58,Bachelors,13,Never-married,White,Female,FALSE
27,Bachelors,13,Married,White,Male,FALSE
36,HS-grad,9,Separated,Black,Female,FALSE
33,HS-grad,9,Widowed,White,Female,FALSE
19,Some-college,10,Never-married,White,Female,FALSE
26,HS-grad,9,Separated,Black,Female,FALSE
37,HS-grad,9,Never-married,Black,Female,FALSE
53,HS-grad,9,Married,White,Male,FALSE
32,Some-college,10,Never-married,Black,Male,FALSE
18,11th,7,Never-married,White,Female,FALSE
53,HS-grad,9,Married,White,Male,TRUE
40,Bachelors,13,Married,White,Male,FALSE
50,Some-college,10,Divorced,White,Female,FALSE
60,Bachelors,13,Married,White,Male,TRUE
28,HS-grad,9,Married,White,Female,FALSE
37,HS-grad,9,Divorced,White,Male,FALSE
25,HS-grad,9,Married,White,Male,FALSE
26,Bachelors,13,Never-married,White,Female,FALSE
47,HS-grad,9,Never-married,White,Female,FALSE
18,12th,8,Never-married,White,Male,FALSE
22,Bachelors,13,Never-married,White,Female,FALSE
36,Some-college,10,Divorced,White,Female,FALSE
59,HS-grad,9,Married,White,Male,FALSE
33,HS-grad,9,Married,White,Female,FALSE
33,10th,6,Divorced,White,Male,FALSE
53,Bachelors,13,Married,Other,Female,FALSE
55,HS-grad,9,Married,White,Male,FALSE
56,HS-grad,9,Married,White,Male,FALSE
54,Some-college,10,Divorced,White,Female,FALSE
51,HS-grad,9,Divorced,White,Male,FALSE
43,Masters,14,Married,White,Male,TRUE
44,HS-grad,9,Divorced,White,Female,FALSE
22,Some-college,10,Never-married,White,Male,FALSE
43,HS-grad,9,Married,Other,Male,FALSE
26,Assoc-acdm,12,Never-married,Black,Female,FALSE
30,Bachelors,13,Never-married,White,Male,FALSE
46,HS-grad,9,Never-married,White,Male,FALSE
27,Bachelors,13,Married,White,Male,FALSE
26,HS-grad,9,Married,White,Male,FALSE
25,HS-grad,9,Separated,White,Male,FALSE
30,Prof-school,15,Never-married,Black,Female,FALSE
47,Some-college,10,Married,Black,Female,TRUE
43,10th,6,Married,White,Male,FALSE
71,HS-grad,9,Widowed,White,Female,FALSE
46,HS-grad,9,Married,Other,Male,FALSE
44,Some-college,10,Widowed,White,Female,FALSE
42,Doctorate,16,Married,White,Male,FALSE
36,Assoc-acdm,12,Married,White,Male,TRUE
37,Some-college,10,Married,White,Male,TRUE
26,Bachelors,13,Never-married,White,Male,FALSE
24,Bachelors,13,Never-married,White,Female,FALSE
17,11th,7,Never-married,White,Male,FALSE
45,Masters,14,Divorced,White,Female,FALSE
54,Some-college,10,Married,White,Male,TRUE
22,Some-college,10,Never-married,White,Female,FALSE
63,Masters,14,Married,White,Male,FALSE
22,HS-grad,9,Married,White,Male,FALSE
27,Some-college,10,Never-married,White,Male,FALSE
33,9th,5,Married,White,Male,FALSE
64,Bachelors,13,Widowed,White,Female,FALSE
50,Assoc-acdm,12,Married,White,Male,TRUE
44,Assoc-voc,11,Widowed,White,Female,FALSE
31,HS-grad,9,Married,White,Male,FALSE
44,HS-grad,9,Divorced,Other,Female,FALSE
53,10th,6,Married,White,Male,FALSE
33,HS-grad,9,Widowed,White,Female,FALSE
34,12th,8,Married,White,Male,FALSE
27,HS-grad,9,Never-married,White,Male,FALSE
80,HS-grad,9,Never-married,White,Male,FALSE
31,Assoc-acdm,12,Divorced,White,Female,FALSE
40,HS-grad,9,Married,Black,Male,TRUE
53,Bachelors,13,Married,White,Male,FALSE
58,HS-grad,9,Married,White,Male,FALSE
38,Some-college,10,Married,White,Male,TRUE
33,Prof-school,15,Married,White,Male,TRUE
48,Bachelors,13,Married,White,Male,TRUE
23,Some-college,10,Married,Black,Female,FALSE
31,HS-grad,9,Never-married,White,Male,FALSE
52,Masters,14,Married,White,Male,FALSE
24,HS-grad,9,Never-married,White,Male,FALSE
45,9th,5,Married,White,Male,FALSE
36,HS-grad,9,Married,White,Female,TRUE
52,5th-6th,3,Widowed,White,Female,FALSE
54,HS-grad,9,Married,White,Male,FALSE
39,Prof-school,15,Married,White,Male,TRUE
40,Bachelors,13,Married,White,Male,TRUE
28,HS-grad,9,Never-married,Other,Male,FALSE
21,Some-college,10,Never-married,White,Male,FALSE
23,Some-college,10,Never-married,White,Female,FALSE
36,7th-8th,4,Never-married,Black,Male,FALSE
22,Some-college,10,Never-married,White,Female,FALSE
55,Masters,14,Married,White,Male,FALSE
71,HS-grad,9,Never-married,White,Male,FALSE
47,Doctorate,16,Married,White,Male,TRUE
17,10th,6,Never-married,White,Male,FALSE
31,Bachelors,13,Married,White,Female,TRUE
32,Some-college,10,Never-married,Other,Male,FALSE
27,Bachelors,13,Never-married,White,Female,FALSE
40,HS-grad,9,Divorced,White,Female,FALSE
17,9th,5,Never-married,White,Male,FALSE
33,Masters,14,Never-married,White,Male,FALSE
72,Doctorate,16,Never-married,White,Male,FALSE
34,Some-college,10,Married,White,Female,TRUE
65,HS-grad,9,Never-married,Other,Male,FALSE
32,HS-grad,9,Never-married,White,Male,FALSE
26,Some-college,10,Never-married,White,Male,FALSE
22,HS-grad,9,Never-married,White,Male,FALSE
31,Some-college,10,Never-married,White,Male,FALSE
28,Bachelors,13,Never-married,White,Male,FALSE
38,Masters,14,Never-married,White,Female,TRUE
34,Assoc-acdm,12,Married,White,Male,FALSE
44,Bachelors,13,Married,White,Male,TRUE
27,Some-college,10,Never-married,Other,Male,FALSE
50,Bachelors,13,Married,White,Male,TRUE
47,HS-grad,9,Married,Black,Female,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
24,HS-grad,9,Never-married,White,Male,FALSE
29,Some-college,10,Married,White,Male,TRUE
37,Assoc-voc,11,Never-married,Black,Female,FALSE
42,Assoc-acdm,12,Divorced,White,Male,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
68,Some-college,10,Never-married,White,Female,FALSE
22,Some-college,10,Never-married,Other,Female,FALSE
72,HS-grad,9,Married,White,Male,FALSE
45,Some-college,10,Married,Black,Male,FALSE
30,HS-grad,9,Married,Black,Male,FALSE
33,HS-grad,9,Married,White,Male,FALSE
43,HS-grad,9,Married,White,Male,TRUE
25,Assoc-voc,11,Married,White,Male,FALSE
41,HS-grad,9,Divorced,White,Female,FALSE
25,Bachelors,13,Never-married,White,Female,FALSE
31,Assoc-acdm,12,Married,White,Male,TRUE
36,HS-grad,9,Married,White,Male,FALSE
37,Bachelors,13,Married,White,Male,TRUE
58,HS-grad,9,Married,White,Male,FALSE
26,Bachelors,13,Never-married,Black,Female,FALSE
55,Some-college,10,Married,White,Male,TRUE
46,Some-college,10,Married,White,Male,TRUE
44,11th,7,Married,Black,Male,FALSE
28,Bachelors,13,Never-married,White,Male,FALSE
42,10th,6,Married,White,Male,FALSE
41,HS-grad,9,Divorced,White,Male,FALSE
39,Bachelors,13,Married,White,Male,FALSE
64,Assoc-voc,11,Married,White,Male,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
45,Some-college,10,Married,White,Male,TRUE
31,HS-grad,9,Married,White,Male,FALSE
36,Masters,14,Married,White,Male,TRUE
32,9th,5,Separated,Other,Female,FALSE
33,Assoc-voc,11,Married,White,Male,FALSE
36,HS-grad,9,Divorced,White,Male,FALSE
40,HS-grad,9,Never-married,White,Male,FALSE
40,HS-grad,9,Divorced,White,Female,FALSE
46,Assoc-voc,11,Divorced,White,Female,FALSE
31,Prof-school,15,Married,White,Male,TRUE
26,HS-grad,9,Married,White,Male,FALSE
25,Bachelors,13,Never-married,White,Male,FALSE
35,Assoc-acdm,12,Married,White,Male,FALSE
29,Prof-school,15,Never-married,White,Male,FALSE
39,Assoc-acdm,12,Separated,White,Male,FALSE
44,Some-college,10,Divorced,White,Male,FALSE
37,HS-grad,9,Married,White,Male,TRUE
79,Assoc-voc,11,Married,White,Male,TRUE
36,Bachelors,13,Married,Black,Male,TRUE
44,Some-college,10,Married,White,Male,TRUE
27,Bachelors,13,Never-married,White,Female,FALSE
58,HS-grad,9,Married,White,Male,FALSE
36,Assoc-acdm,12,Divorced,White,Male,FALSE
21,Some-college,10,Never-married,White,Male,FALSE
49,HS-grad,9,Married,White,Male,FALSE
34,Bachelors,13,Married,White,Female,TRUE
29,HS-grad,9,Married,White,Male,FALSE
63,Bachelors,13,Married,White,Male,TRUE
29,Bachelors,13,Never-married,White,Female,FALSE
65,Some-college,10,Married,White,Male,FALSE
26,Bachelors,13,Never-married,White,Female,FALSE
42,Doctorate,16,Married,Other,Male,TRUE
44,Some-college,10,Divorced,Other,Female,FALSE
51,HS-grad,9,Separated,Black,Male,FALSE
41,HS-grad,9,Married,White,Male,FALSE
22,Assoc-acdm,12,Never-married,Black,Female,FALSE
36,Some-college,10,Married,White,Female,FALSE
18,11th,7,Never-married,White,Male,FALSE
33,10th,6,Married,White,Male,FALSE
46,Bachelors,13,Married,White,Male,TRUE
49,11th,7,Married,White,Female,FALSE
41,HS-grad,9,Married,White,Female,FALSE
52,Some-college,10,Divorced,White,Female,FALSE
40,Some-college,10,Separated,White,Male,FALSE
53,Some-college,10,Never-married,White,Female,FALSE
45,HS-grad,9,Married,White,Male,FALSE
30,10th,6,Married,White,Male,FALSE
56,HS-grad,9,Married,White,Male,FALSE
24,HS-grad,9,Married,White,Male,FALSE
71,7th-8th,4,Married,White,Male,FALSE
20,HS-grad,9,Divorced,White,Female,FALSE
26,Bachelors,13,Married,White,Male,FALSE
34,HS-grad,9,Married,White,Male,FALSE
36,9th,5,Divorced,White,Female,FALSE
22,HS-grad,9,Never-married,White,Female,FALSE
51,HS-grad,9,Divorced,White,Male,FALSE
46,Some-college,10,Married,White,Female,FALSE
32,HS-grad,9,Married,White,Male,FALSE
52,Some-college,10,Married,White,Male,FALSE
57,HS-grad,9,Divorced,Black,Female,FALSE
35,Some-college,10,Divorced,White,Female,FALSE
52,Masters,14,Married,White,Male,TRUE
59,9th,5,Divorced,White,Female,FALSE
36,Some-college,10,Divorced,White,Female,FALSE
33,Some-college,10,Married,White,Male,TRUE
67,HS-grad,9,Divorced,Black,Male,FALSE
31,Some-college,10,Married,White,Male,FALSE
31,HS-grad,9,Married,White,Male,FALSE
28,Some-college,10,Never-married,White,Male,FALSE
72,7th-8th,4,Widowed,White,Female,FALSE
36,HS-grad,9,Divorced,White,Male,FALSE
58,HS-grad,9,Married,White,Male,TRUE
56,HS-grad,9,Married,White,Male,FALSE
35,Some-college,10,Never-married,White,Male,FALSE
37,Assoc-voc,11,Married,White,Male,TRUE
44,Bachelors,13,Married,White,Female,FALSE
26,HS-grad,9,Never-married,White,Male,FALSE
51,HS-grad,9,Married,White,Male,FALSE
30,Some-college,10,Never-married,White,Female,FALSE
20,Some-college,10,Never-married,White,Female,FALSE
21,Some-college,10,Never-married,Other,Female,FALSE
37,Bachelors,13,Married,White,Male,TRUE
54,HS-grad,9,Married,White,Male,FALSE
32,Bachelors,13,Divorced,White,Female,FALSE
43,HS-grad,9,Married,White,Female,FALSE
48,Assoc-voc,11,Divorced,White,Female,FALSE
42,Bachelors,13,Married,White,Male,FALSE
62,HS-grad,9,Married,White,Male,FALSE
31,HS-grad,9,Married,White,Male,FALSE
22,HS-grad,9,Never-married,White,Male,FALSE
45,Bachelors,13,Married,White,Male,FALSE
34,Some-college,10,Separated,White,Male,FALSE
64,HS-grad,9,Married,White,Male,FALSE
42,Bachelors,13,Married,White,Male,FALSE
60,HS-grad,9,Married,White,Male,FALSE
44,HS-grad,9,Never-married,White,Male,FALSE
67,7th-8th,4,Married,White,Male,FALSE
45,Assoc-acdm,12,Divorced,White,Female,FALSE
53,Prof-school,15,Married,White,Male,TRUE
32,10th,6,Married,White,Female,FALSE
23,HS-grad,9,Never-married,White,Female,FALSE
28,Bachelors,13,Married,Other,Male,FALSE
55,7th-8th,4,Married,White,Male,FALSE
58,Masters,14,Never-married,White,Female,TRUE
27,HS-grad,9,Never-married,White,Male,FALSE
37,HS-grad,9,Divorced,Black,Female,FALSE
22,Some-college,10,Never-married,Other,Female,FALSE
44,10th,6,Married,White,Male,FALSE
23,Assoc-acdm,12,Never-married,White,Male,FALSE
41,Bachelors,13,Married,White,Male,FALSE
45,Some-college,10,Married,Other,Male,TRUE
29,HS-grad,9,Divorced,White,Male,FALSE
33,Bachelors,13,Never-married,White,Male,TRUE
22,Some-college,10,Never-married,White,Male,FALSE
28,9th,5,Never-married,White,Male,FALSE
30,Bachelors,13,Married,White,Female,FALSE
20,Some-college,10,Never-married,White,Male,FALSE
28,10th,6,Separated,White,Male,FALSE
45,HS-grad,9,Married,White,Male,TRUE
19,Some-college,10,Never-married,White,Female,FALSE
42,Assoc-acdm,12,Divorced,White,Female,FALSE
34,HS-grad,9,Never-married,White,Male,FALSE
31,Bachelors,13,Married,White,Male,TRUE
23,Bachelors,13,Never-married,White,Female,FALSE
50,HS-grad,9,Married,White,Male,FALSE
40,10th,6,Married,White,Male,TRUE
57,HS-grad,9,Divorced,White,Female,FALSE
24,Bachelors,13,Never-married,White,Male,FALSE
27,Some-college,10,Never-married,White,Female,FALSE
27,Some-college,10,Never-married,White,Female,TRUE
45,HS-grad,9,Married,White,Male,FALSE
80,Doctorate,16,Married,White,Male,FALSE
23,Some-college,10,Never-married,White,Male,FALSE
46,Some-college,10,Married,White,Male,TRUE
38,Bachelors,13,Married,White,Male,TRUE
50,HS-grad,9,Divorced,White,Male,FALSE
90,Bachelors,13,Married,White,Male,FALSE
55,Some-college,10,Married,White,Male,FALSE
72,HS-grad,9,Married,White,Female,FALSE
65,Some-college,10,Widowed,White,Female,FALSE
